feedback_id,customer_id,product,review_text,review_date,language,channel
FB-00199,38ab854c-9c2e-48de-aa4e-361753f8382b,auto,Not as described in the listing. Expected much better quality,2018-04-23,en,tv
FB-00200,a6348e78-4d5c-45c7-b379-cb1ee8cda0cc,perfumery,Everything is perfect. Packaging was careful and item undamaged,2016-05-23,en,email
FB-00201,fef518a6-4dea-4645-8986-bbebf23e323d,cool_stuff,Everything is perfect. Packaging was careful and item undamaged,2016-04-09,en,social
FB-00202,637e4b01-22ba-410e-899c-a782e3236d1a,bed_bath_table,Fast delivery and the item matches the description perfectly,2017-11-17,en,display
FB-00203,ba0266ef-be05-4787-965b-efdf6b4be411,fashion_bags_accessories,Five stars! The product is even better than I expected,2017-11-01,en,email
FB-00204,687a4850-9d9b-4231-bd45-d8efd56ce8ea,watches_gifts,Amazing quality! Exceeded my expectations completely,2017-12-07,en,paid_search
FB-00205,f3579560-71d7-4665-b181-8dcf379efc6e,housewares,Really happy with this purchase. Great quality for the price,2016-04-11,en,paid_search
FB-00206,a5135ea0-fa53-434d-a6d5-901d8b621d41,garden_tools,Outstanding build quality. Well packaged and delivered on time,2017-02-11,en,paid_search
FB-00207,f2f25eef-1f45-4bfd-b7dc-67e030974b2b,bed_bath_table,Product looks even better in person. Very happy with the purchase,2017-11-09,en,social
FB-00208,f8999246-98de-4ebb-a3b5-cecea446be72,health_beauty,Great experience from start to finish. Highly recommended,2018-03-16,en,paid_search
FB-00209,c9776598-203c-4c25-bd23-5def3e5a87e3,food_drink,Product looks even better in person. Very happy with the purchase,2016-03-11,en,display
FB-00210,d0243d72-3748-467f-961d-33ba350843f0,housewares,Impressive quality at this price point. Will buy again,2018-03-03,en,social
FB-00211,00b9d4a3-9892-40ac-a689-33a9c9e48e8c,watches_gifts,Very satisfied and would definitely buy again from this seller,2016-05-13,en,display
FB-00212,1c24220e-2cab-47e7-8c6b-66e5402adf9c,health_beauty,Really happy with this purchase. Great quality for the price,2016-01-16,en,paid_search
FB-00213,96bf10ab-3ce9-45e7-89d6-a63bca3c6f5f,telephony,Fast delivery and the item matches the description perfectly,2016-06-27,en,paid_search
FB-00214,6bc4123e-bde1-4c1b-a073-3f6d0d6a05b3,musical_instruments,Everything is perfect. Packaging was careful and item undamaged,2018-02-02,en,email
FB-00215,5cae9610-c72c-4fe3-b2c2-2a1679eb4168,musical_instruments,Acceptable product for everyday use. Delivery time was reasonable,2016-04-21,en,tv
FB-00216,9d77a45e-f206-4269-b8b7-7c0780fb9296,computers_accessories,Product does not work as advertised. Very dissatisfied,2017-06-17,en,paid_search
FB-00217,07f97d05-f6ca-4b8b-a4b1-f99175424646,computers_accessories,Decent quality for the price. Nothing extraordinary but does the job,2018-05-17,en,tv
FB-00218,7d824264-1ba3-42e7-afa4-15e56d204496,bed_bath_table,Wonderful experience. Very professional seller and quick shipping,2018-07-09,en,email
FB-00219,10d08d11-25f9-44bf-9bb9-61555275eb94,fashion_bags_accessories,Product arrived quickly and is exactly as described. Love it,2017-10-01,en,display
FB-00220,6182f347-533f-4a72-b64f-a54a8c611654,office_furniture,Item matches the photos. Packaging was minimal but contents were fine,2016-10-28,en,tv
FB-00221,1963c26d-6e21-4b09-9afd-4015816bcb9f,baby,Cheap material and nothing like the photos. Complete waste of money,2017-10-28,en,display
FB-00222,6e191042-370b-4063-9d90-e79eb888f6ed,bed_bath_table,Everything is perfect. Packaging was careful and item undamaged,2017-02-27,en,paid_search
FB-00223,6a7e4c36-6613-4e69-b418-8109d3d1bf0f,baby,Absolutely love it. Perfect size and excellent materials,2017-03-13,en,paid_search
FB-00224,f41ea3ac-5fd2-4109-8140-752caa448259,fashion_bags_accessories,Product is okay. Took longer to arrive than expected but works fine,2016-03-09,en,email
FB-00225,6e8f75a1-17dd-4d81-95da-705cd4ef00aa,baby,Fast delivery and the item matches the description perfectly,2018-04-11,en,social
FB-00226,f4e559e5-9622-4348-8f5a-e9d38e6e5003,electronics,Average product. Packaging could be better but item is undamaged,2016-12-03,en,email
FB-00227,aa53c19c-dfa4-4b9f-9a85-6750692ac139,perfumery,Great experience from start to finish. Highly recommended,2016-10-21,en,display
FB-00228,93f277cc-1a85-410d-9a05-7c114ffca6b1,musical_instruments,Impressive quality at this price point. Will buy again,2016-06-07,en,tv
FB-00229,59a1120e-1bb4-4332-98e7-012f39681c81,electronics,Fast delivery and the item matches the description perfectly,2016-04-27,en,paid_search
FB-00230,6dda4f8d-cea6-4f4c-b9e5-8ff092f837d4,electronics,Poor quality. Broke on first use. Would not recommend,2017-09-20,en,display
FB-00231,a867a096-edd8-47c8-9be7-173706b89231,watches_gifts,Very satisfied and would definitely buy again from this seller,2016-07-03,en,paid_search
FB-00232,ebe9e207-4f19-4ec0-832d-4526b3e4110a,telephony,Everything is perfect. Packaging was careful and item undamaged,2016-01-07,en,social
FB-00233,a847bce7-90fa-4b57-a4ac-2130deaf528d,books_general_interest,Five stars! The product is even better than I expected,2016-05-25,en,email
FB-00234,3712f2d1-87cd-46a1-bf01-2e32177d6e7e,books_general_interest,Five stars! The product is even better than I expected,2017-04-09,en,paid_search
FB-00235,b8ba8368-4fc7-4768-9ebb-cca5284bf962,telephony,It does what it says. Delivery was a bit slow though,2017-09-02,en,email
FB-00236,284c03d2-27d4-45b6-8d77-c5a0e222b6a6,office_furniture,Great experience from start to finish. Highly recommended,2017-11-21,en,email
FB-00237,6c8c3b6a-a974-4079-b16f-da0a45a88829,cool_stuff,Works as expected. Nothing special but no complaints either,2017-03-28,en,tv
FB-00238,832920b7-c143-4426-b72f-871a45ee432d,baby,Everything is perfect. Packaging was careful and item undamaged,2017-03-16,en,email
FB-00239,97d7a560-adb1-4670-ad9f-b00d4882d73c,cool_stuff,Item matches the photos. Packaging was minimal but contents were fine,2017-11-14,en,paid_search
FB-00240,fc04a168-652f-4b49-b873-e57f0ba078e8,office_furniture,Outstanding build quality. Well packaged and delivered on time,2016-01-08,en,social
FB-00241,c47104c0-3613-4e15-b200-c2614d29d1ab,fashion_bags_accessories,Fast delivery and the item matches the description perfectly,2016-10-23,en,paid_search
FB-00242,bf3c5140-7f54-4511-81fa-964e1eb74b56,perfumery,Outstanding build quality. Well packaged and delivered on time,2016-05-12,en,tv
FB-00243,8011316b-3ae8-4926-b423-ccde88575117,electronics,The item was the wrong size and returning it is a nightmare,2018-04-05,en,paid_search
FB-00244,bdf66ba5-dc9c-46de-a5a6-74c212738a23,computers_accessories,Absolutely love it. Perfect size and excellent materials,2016-01-20,en,tv
FB-00245,5024bdc6-dcb3-4df3-93ee-cdc6ebd14d2c,food_drink,Wonderful experience. Very professional seller and quick shipping,2017-08-10,en,tv
FB-00246,4a1dab32-6aed-4dc7-a3e0-5309b5a1b949,baby,Great experience from start to finish. Highly recommended,2016-01-22,en,paid_search
FB-00247,9e3d750d-f296-49f0-8d23-72c22bffe17b,bed_bath_table,Really happy with this purchase. Great quality for the price,2016-03-31,en,tv
FB-00248,6f887f28-3e49-4d09-9b19-d8b8d8302081,food_drink,Great experience from start to finish. Highly recommended,2017-06-20,en,email
FB-00249,beed10b6-4f6e-474b-9eda-b0276550f74a,telephony,Seller communicated well and shipping was faster than expected,2016-12-07,en,social
FB-00250,1d30d990-a21b-4307-82af-085c138d994c,musical_instruments,Neither impressed nor disappointed. Standard quality and average shipping,2016-07-17,en,paid_search
FB-00251,d1a69d87-f54e-4019-ba35-844e59e1ac09,fashion_bags_accessories,Excellent product arrived on time and in perfect condition,2016-04-15,en,social
FB-00252,9a36d1ec-2c6a-4e9a-b280-67a14187222b,fashion_bags_accessories,Cheap material and nothing like the photos. Complete waste of money,2016-03-18,en,social
FB-00253,7e7e7419-a0c1-4035-85d9-5f51f387e1bd,bed_bath_table,It does what it says. Delivery was a bit slow though,2018-02-17,en,display
FB-00254,e1cde87f-ec95-4f87-ae5e-c36572eb7474,food_drink,Awful experience. Seller was unresponsive and product is defective,2017-10-12,en,display
FB-00255,a09151e0-f891-40c3-9d3f-487e52bdc661,telephony,Amazing quality! Exceeded my expectations completely,2017-03-26,en,email
FB-00256,4d85a3d2-a1a2-4485-b134-8c2a780b3657,watches_gifts,Acceptable product for everyday use. Delivery time was reasonable,2016-02-27,en,paid_search
FB-00257,7634c169-4f76-4388-92fe-28bf81e0d489,bed_bath_table,Amazing quality! Exceeded my expectations completely,2016-02-28,en,paid_search
FB-00258,a508dc95-13a4-4492-897d-e16dd4ea120a,auto,Very disappointed. The product stopped working after two days,2017-08-31,en,display
FB-00259,8de7ad6c-9490-47c2-b674-456f626d719d,computers_accessories,Impressive quality at this price point. Will buy again,2018-07-19,en,display
FB-00260,9ae1a991-524f-43ff-b030-7633a6ded1d8,cool_stuff,Satisfactory purchase. The product is functional as described,2016-06-03,en,email
FB-00261,e62d2d06-cf9b-4558-9a7f-195b73557b9d,telephony,Absolutely love it. Perfect size and excellent materials,2017-05-31,en,social
FB-00262,7010ed13-b526-422d-bf6c-21f70a0537f0,bed_bath_table,Item matches the photos. Packaging was minimal but contents were fine,2017-06-19,en,display
FB-00263,eafde7d9-5f73-4a3e-9d28-6aa428a39779,toys,Amazing quality! Exceeded my expectations completely,2017-02-22,en,paid_search
FB-00264,ca0ac6ac-0d67-438e-990f-0c5badcc3daf,telephony,Five stars! The product is even better than I expected,2016-12-03,en,email
FB-00265,48bddb3e-62f5-4f2b-adaa-44ca8ed6ad5e,watches_gifts,Product does not work as advertised. Very dissatisfied,2018-07-17,en,display
FB-00266,14dd5061-5557-46f8-a67e-ddcedf8f4197,food_drink,Product does not work as advertised. Very dissatisfied,2016-05-24,en,paid_search
FB-00267,b2cf952d-a7f3-43b3-b7ba-f55e4f6b58c8,books_general_interest,Really happy with this purchase. Great quality for the price,2017-09-01,en,email
FB-00268,a4bbf962-606e-4e1c-8f15-84494f40c22f,telephony,Really happy with this purchase. Great quality for the price,2017-11-17,en,display
FB-00269,6c645c15-aba3-41cb-a561-e1e917ec889c,musical_instruments,Really happy with this purchase. Great quality for the price,2016-01-19,en,paid_search
FB-00270,36d55494-f37f-450d-ae25-b5ee4f11d8dc,telephony,Average product. Packaging could be better but item is undamaged,2016-07-15,en,social
FB-00271,13c11754-27aa-4cbc-a337-7bbcfffe77c8,toys,Impressive quality at this price point. Will buy again,2017-06-03,en,display
FB-00272,86cac6f4-e238-4e93-bd17-c5e8d5ca69ab,computers_accessories,Product does not work as advertised. Very dissatisfied,2016-12-10,en,display
FB-00273,277d1be9-6070-46a1-98e5-2499218c6e1c,sports_leisure,Five stars! The product is even better than I expected,2018-05-01,en,display
FB-00274,b89f72f3-2a60-4652-a714-7668cf1d7d3a,bed_bath_table,Product arrived quickly and is exactly as described. Love it,2017-02-24,en,paid_search
FB-00275,f836f571-3cce-476c-b836-c448ad261ec5,bed_bath_table,Very disappointed. The product stopped working after two days,2016-10-18,en,tv
FB-00276,4f3949a8-3d3a-4582-88b4-f4743be79df4,cool_stuff,Wonderful experience. Very professional seller and quick shipping,2017-01-11,en,display
FB-00277,c4f9eccd-7630-48a7-b0ca-fdd8fc043f08,toys,Very satisfied and would definitely buy again from this seller,2017-05-29,en,display
FB-00278,d11fc8c0-297c-44ff-b75d-599f6b2d5b09,furniture_decor,Works as expected. Nothing special but no complaints either,2016-05-21,en,paid_search
FB-00279,dfc620ce-7b07-4d31-a424-4f230d5ba7cd,garden_tools,Decent quality for the price. Nothing extraordinary but does the job,2016-04-15,en,display
FB-00280,1578d709-48f9-43d0-9fea-e1e0d9e604b3,sports_leisure,Amazing quality! Exceeded my expectations completely,2017-04-05,en,display
FB-00281,177a8a5f-6ffe-43b3-94bf-7a4b25b8a42f,housewares,Impressive quality at this price point. Will buy again,2018-06-24,en,paid_search
FB-00282,0da23e5c-6a36-4f18-86d3-db93ee33688d,books_general_interest,Satisfactory purchase. The product is functional as described,2017-01-17,en,social
FB-00283,5ffa46ef-14e4-480c-be99-36a362dbc850,housewares,Very satisfied and would definitely buy again from this seller,2016-11-22,en,email
FB-00284,55d596af-a663-42cd-b6f6-dbf1d6d441cc,fashion_bags_accessories,Fast delivery and the item matches the description perfectly,2016-02-09,en,paid_search
FB-00285,b231c60b-78f2-4e6b-946b-415deada79a3,fashion_bags_accessories,Product is okay. Took longer to arrive than expected but works fine,2017-04-04,en,display
FB-00286,04dd7054-1448-43f7-a7e6-46c701582463,watches_gifts,Impressive quality at this price point. Will buy again,2018-05-05,en,social
FB-00287,9bdf90f2-ba2c-4f19-b0b2-a5d18c7e6f42,musical_instruments,Wonderful experience. Very professional seller and quick shipping,2016-04-23,en,paid_search
FB-00288,0c394ec7-1f31-4405-8d18-3eba3cd5fd7f,housewares,Five stars! The product is even better than I expected,2017-10-16,en,display
FB-00289,d6312a80-1c61-4ec2-9014-2131750565f5,cool_stuff,Item matches the photos. Packaging was minimal but contents were fine,2017-07-02,en,email
FB-00290,3defa849-9336-4f7e-83ef-a9f3a1c7cc8a,fashion_bags_accessories,Outstanding build quality. Well packaged and delivered on time,2017-03-15,en,email
FB-00291,92170475-3d95-4e3f-9a52-26e69d642932,perfumery,Five stars! The product is even better than I expected,2017-11-11,en,email
FB-00292,11536e99-5c50-4720-b982-f4e08603156a,musical_instruments,Product is okay. Took longer to arrive than expected but works fine,2017-06-03,en,display
FB-00293,df92a621-63f4-469d-8534-a1018ddce719,cool_stuff,Product arrived quickly and is exactly as described. Love it,2017-10-12,en,tv
FB-00294,bf5023f4-40ef-4935-9f90-bed6fb25664d,health_beauty,Excellent product arrived on time and in perfect condition,2018-03-18,en,email
FB-00295,a837fe68-bba2-45ca-bdba-6da85844f9fc,baby,Neither impressed nor disappointed. Standard quality and average shipping,2018-01-22,en,paid_search
FB-00296,8bc78e81-5a30-4528-8b59-95622227219f,telephony,Awful experience. Seller was unresponsive and product is defective,2016-06-28,en,tv
FB-00297,a1b970d0-7a81-44de-b205-07bbfb16f757,sports_leisure,Fast delivery and the item matches the description perfectly,2016-03-05,en,tv
FB-00298,0b36e356-339b-47a8-8b1f-0d7b0977c513,furniture_decor,Product arrived quickly and is exactly as described. Love it,2016-11-19,en,paid_search
FB-00299,d0be73ee-fd37-4539-a5f2-02f983f02dc7,electronics,Product is okay. Took longer to arrive than expected but works fine,2016-09-16,en,email
FB-00300,493e904d-30ec-4796-a59b-457fc0d7ac73,garden_tools,Great experience from start to finish. Highly recommended,2018-06-05,en,paid_search
FB-00301,5e368127-cca1-445c-9fdd-980a45f18619,perfumery,Great experience from start to finish. Highly recommended,2018-01-31,en,tv
FB-00302,56cb1ab0-62fb-46d7-b4db-ca07e506f670,sports_leisure,It does what it says. Delivery was a bit slow though,2017-12-09,en,tv
FB-00303,84ef4324-cc1b-4157-ac9f-9c545e0a72ab,watches_gifts,Absolutely love it. Perfect size and excellent materials,2018-01-14,en,tv
FB-00304,febec0db-9a3a-4103-ae3c-453214348f62,sports_leisure,Product is okay. Took longer to arrive than expected but works fine,2016-10-27,en,paid_search
FB-00305,a9320094-53f2-4f11-947f-65701a43db54,toys,Wonderful experience. Very professional seller and quick shipping,2017-04-01,en,display
FB-00306,b0946d2a-2aa9-4b43-ad15-f16fb7b8c1a5,bed_bath_table,Everything is perfect. Packaging was careful and item undamaged,2017-04-02,en,email
FB-00307,5a4153b3-e95f-476c-9eba-c186ba108217,office_furniture,Absolutely love it. Perfect size and excellent materials,2016-10-08,en,email
FB-00308,67fd64c4-a334-458a-abd2-b5121335e5db,garden_tools,Neither impressed nor disappointed. Standard quality and average shipping,2018-03-31,en,social
FB-00309,d942644c-248d-41ec-87f8-d4f0f3ea0184,office_furniture,Do not buy this. Quality is dreadful and support is non-existent,2018-03-11,en,tv
FB-00310,3c6a3174-1136-44a5-a050-9c6208e895d7,garden_tools,Really happy with this purchase. Great quality for the price,2017-01-27,en,display
FB-00311,add702c9-2747-493c-9ae7-7eab084a6780,bed_bath_table,Fast delivery and the item matches the description perfectly,2017-01-15,en,tv
FB-00312,233ffc82-92ec-49af-93ae-c376c359810a,musical_instruments,Really happy with this purchase. Great quality for the price,2017-02-11,en,paid_search
FB-00313,f5e4a471-3fe6-4c9c-8758-367ba6499cdc,baby,Very satisfied and would definitely buy again from this seller,2018-01-23,en,social
FB-00314,e9ddebf5-6311-4aca-848a-f4407fc15858,electronics,Excellent product arrived on time and in perfect condition,2016-09-25,en,paid_search
FB-00315,ff11c8ba-36ee-4640-b23e-f466b43bd27f,office_furniture,Great experience from start to finish. Highly recommended,2017-12-11,en,tv
FB-00316,da52d2ee-22bf-48f5-9f65-2a87333ee344,auto,Impressive quality at this price point. Will buy again,2016-06-25,en,tv
FB-00317,ae92ea71-cf7d-4b43-9679-742fff4c96d6,telephony,The item was the wrong size and returning it is a nightmare,2016-12-21,en,email
FB-00318,e42e5037-4a55-4ea0-8acb-be098ccc9cea,toys,Product arrived quickly and is exactly as described. Love it,2017-12-29,en,social
FB-00319,3967e60a-823d-4107-9c8a-c066cb2fafa3,baby,Absolutely love it. Perfect size and excellent materials,2018-03-22,en,social
FB-00320,06ba8cd3-7e78-48c9-8a55-e38b3c9abe10,garden_tools,Decent quality for the price. Nothing extraordinary but does the job,2017-08-09,en,paid_search
FB-00321,8d38bbd8-fba6-4bf7-8dbc-c65377a7e8b7,fashion_bags_accessories,Very disappointed. The product stopped working after two days,2018-06-24,en,email
FB-00322,ffe575f6-65ed-4fe3-8f2d-ad3f10d4de39,cool_stuff,Item matches the photos. Packaging was minimal but contents were fine,2017-02-24,en,tv
FB-00323,20156a72-12e1-43a6-932c-ae01d2c65ee4,telephony,Awful experience. Seller was unresponsive and product is defective,2016-03-16,en,tv
FB-00324,58321ee4-8471-44b0-ae1b-9f697740d831,fashion_bags_accessories,Decent quality for the price. Nothing extraordinary but does the job,2017-10-17,en,display
FB-00325,21084dd9-f75d-4e3c-848d-56502e9522d6,perfumery,Satisfactory purchase. The product is functional as described,2018-07-21,en,email
FB-00326,272c0588-84a2-476c-9fc9-05f8d4d60735,toys,Great experience from start to finish. Highly recommended,2016-06-14,en,paid_search
FB-00327,5894f7f1-39b8-4bb2-b596-ca7cef4afa88,musical_instruments,Great experience from start to finish. Highly recommended,2018-05-16,en,email
FB-00328,f4d375c1-a293-49fa-b240-d7a14027ab7d,electronics,Product arrived quickly and is exactly as described. Love it,2016-05-08,en,paid_search
FB-00329,80a8a23d-17ea-4c83-8892-042f9d4b2bf9,sports_leisure,Acceptable product for everyday use. Delivery time was reasonable,2017-08-17,en,social
FB-00330,b87b6384-9fdd-4e2e-a8a2-b7ad2bd3cdcd,office_furniture,Seller communicated well and shipping was faster than expected,2018-05-12,en,display
FB-00331,07437c3b-dd20-43bf-9342-af080a8bb5b4,auto,Product arrived quickly and is exactly as described. Love it,2017-10-18,en,display
FB-00332,c4576cc3-35f7-49bc-a6b0-745843c07d43,food_drink,Five stars! The product is even better than I expected,2017-09-24,en,email
FB-00333,8baaf744-a08d-421b-a395-4cb17f7f6c0a,toys,Awful experience. Seller was unresponsive and product is defective,2016-11-05,en,tv
FB-00334,af5b8f47-ceae-41cf-8e00-0af03eb05181,books_general_interest,Five stars! The product is even better than I expected,2017-04-09,en,email
FB-00335,7089fc6d-2877-45d9-8f56-75f8b048faa1,perfumery,Decent quality for the price. Nothing extraordinary but does the job,2017-04-20,en,social
FB-00336,5005680f-24c7-48a5-9b4e-164b5716dc2e,telephony,Everything is perfect. Packaging was careful and item undamaged,2017-02-12,en,social
FB-00337,8fc85fc0-83d5-4ceb-9edb-b8eec2baf0e0,baby,Absolutely love it. Perfect size and excellent materials,2016-09-04,en,tv
FB-00338,3f779cae-7318-496d-8479-06121f5d988f,fashion_bags_accessories,Impressive quality at this price point. Will buy again,2016-02-21,en,paid_search
FB-00339,9d896047-dd39-4793-a257-a4a2f204be89,perfumery,Really happy with this purchase. Great quality for the price,2018-06-05,en,social
FB-00340,93e34c35-ef0a-473d-93d2-d56dd0401587,telephony,Wonderful experience. Very professional seller and quick shipping,2018-02-20,en,social
FB-00341,7781321e-83c5-41cb-bef7-d9ea7f8e5483,cool_stuff,Wonderful experience. Very professional seller and quick shipping,2017-05-24,en,email
FB-00342,8164ceec-64ab-451b-b1fa-c6e7170d7507,bed_bath_table,Excellent product arrived on time and in perfect condition,2016-08-08,en,display
FB-00343,4806f804-0cf0-474c-8c74-dc0f5a575539,cool_stuff,Item matches the photos. Packaging was minimal but contents were fine,2018-06-22,en,tv
FB-00344,d8e049de-0217-4a0e-8964-90ab4926ce5f,baby,Absolutely love it. Perfect size and excellent materials,2016-05-17,en,paid_search
FB-00345,673ba8bd-c38c-4dec-9da3-9a73ba3df7ff,garden_tools,Product arrived quickly and is exactly as described. Love it,2017-02-14,en,email
FB-00346,5cce5ba9-31d4-4e09-8fd3-3afc91fdfa4f,electronics,Great experience from start to finish. Highly recommended,2016-03-16,en,tv
FB-00347,8cc36f3b-c3af-4cfe-b34a-6ca38116e3fc,watches_gifts,Poor quality. Broke on first use. Would not recommend,2017-11-27,en,display
FB-00348,18c01e2b-f99f-4704-a0f0-156a1e6a6628,books_general_interest,Fast delivery and the item matches the description perfectly,2018-03-24,en,paid_search
FB-00349,c14565c7-5d98-4115-b05e-eefe8ece1128,fashion_bags_accessories,Absolutely love it. Perfect size and excellent materials,2017-09-08,en,display
FB-00350,0b990034-0a4e-4552-8005-1b1066c14dca,computers_accessories,Fast delivery and the item matches the description perfectly,2017-12-31,en,paid_search
FB-00351,74fd33d1-84f2-4d0f-b947-4bfacdd0b4d4,fashion_bags_accessories,Works as expected. Nothing special but no complaints either,2018-07-03,en,display
FB-00352,9cf20859-ee6e-4e72-93f5-91dc23c8afdb,telephony,Product arrived quickly and is exactly as described. Love it,2017-02-06,en,display
FB-00353,97fe56c5-4c9a-4f24-97b4-c294bd44089d,telephony,Satisfactory purchase. The product is functional as described,2018-04-28,en,display
FB-00354,901bcdef-b56f-48ce-bd66-971e88476c56,toys,Product is okay. Took longer to arrive than expected but works fine,2018-04-15,en,email
FB-00355,1c0f0bdc-ac7e-437c-94cc-1e2a5e4cb287,perfumery,Neither impressed nor disappointed. Standard quality and average shipping,2016-11-11,en,email
FB-00356,f791f1e5-43f9-4d6b-b97e-be8798cf1188,food_drink,Satisfactory purchase. The product is functional as described,2016-08-21,en,email
FB-00357,86341718-2ba6-4db3-bafe-b1149561c813,office_furniture,Very satisfied and would definitely buy again from this seller,2016-05-31,en,social
FB-00358,b35556a5-f2bd-42f2-9293-f70508150147,baby,Wonderful experience. Very professional seller and quick shipping,2016-01-20,en,tv
FB-00359,69b7c0fa-26c4-42f6-ab35-2f85504e2687,furniture_decor,Outstanding build quality. Well packaged and delivered on time,2017-05-28,en,display
FB-00360,d92f3c1e-df70-4b2a-b8bb-22a5eba742d2,computers_accessories,Fast delivery and the item matches the description perfectly,2017-06-15,en,social
FB-00361,a987b218-ff84-4aef-9336-723b8f964685,cool_stuff,Item matches the photos. Packaging was minimal but contents were fine,2017-01-20,en,paid_search
FB-00362,e980f808-75ac-424c-ac55-aef7f4e95734,electronics,Seller communicated well and shipping was faster than expected,2017-07-13,en,paid_search
FB-00363,b88e830f-de1e-494a-85a1-1f5cad05b912,watches_gifts,Very disappointed. The product stopped working after two days,2017-05-10,en,social
FB-00364,8edec44d-476c-468c-bf1b-e0d0f5141058,toys,Seller communicated well and shipping was faster than expected,2016-10-31,en,paid_search
FB-00365,b47a1c5b-b0b3-4015-b510-2852b4746349,cool_stuff,Absolutely love it. Perfect size and excellent materials,2017-05-06,en,paid_search
FB-00366,cb9faf6d-ef3a-4f27-af06-fccb8f7c1d59,watches_gifts,Great experience from start to finish. Highly recommended,2016-05-04,en,display
FB-00367,e5508ea2-6133-434d-8b0e-8eb1ad371d9e,books_general_interest,Everything is perfect. Packaging was careful and item undamaged,2018-03-02,en,social
FB-00368,f48f709c-49a2-4441-8ac4-de854a5b1aff,auto,Everything is perfect. Packaging was careful and item undamaged,2017-03-28,en,paid_search
FB-00369,33baba88-36c7-46fa-baa4-f052bf519362,electronics,Amazing quality! Exceeded my expectations completely,2017-07-29,en,paid_search
FB-00370,bdab07e7-9d9d-428e-9bf6-45f623245211,food_drink,Excellent product arrived on time and in perfect condition,2016-09-05,en,email
FB-00371,39c59df9-87f2-45d6-a7ba-26acab7a3d1c,housewares,Great experience from start to finish. Highly recommended,2016-04-12,en,tv
FB-00372,19bd4f93-78ef-4666-b7a4-c719548e1f6b,fashion_bags_accessories,Excellent product arrived on time and in perfect condition,2017-07-17,en,social
FB-00373,e1721c83-ef5e-4376-a723-fb72682b163a,cool_stuff,Decent quality for the price. Nothing extraordinary but does the job,2017-10-28,en,social
FB-00374,52380bf2-4988-4418-b6c3-1218c1836315,toys,Awful experience. Seller was unresponsive and product is defective,2016-03-01,en,email
FB-00375,88ffbd40-3b72-486d-92fa-675fa6fd0cb1,computers_accessories,Outstanding build quality. Well packaged and delivered on time,2017-03-03,en,social
FB-00376,ff46a6bf-094d-416d-ab6d-2fedef158d5b,books_general_interest,It does what it says. Delivery was a bit slow though,2016-07-09,en,paid_search
FB-00377,4c636e95-025f-4543-8997-623ae0723d96,food_drink,Works as expected. Nothing special but no complaints either,2016-04-19,en,paid_search
FB-00378,a42d0cd7-fd35-4f6a-b450-388748d90846,electronics,Item matches the photos. Packaging was minimal but contents were fine,2017-05-20,en,social
FB-00379,45d8a6ad-77d0-459e-8114-14f8d9df0d0e,furniture_decor,Everything is perfect. Packaging was careful and item undamaged,2016-12-04,en,social
FB-00380,41dc1c60-a5f6-4735-b57b-6b29bb2aa146,sports_leisure,Really happy with this purchase. Great quality for the price,2018-01-24,en,paid_search
FB-00381,aca58d95-915a-4c30-8b86-b5a1ca6fbff8,furniture_decor,Outstanding build quality. Well packaged and delivered on time,2017-09-17,en,tv
FB-00382,53f30073-83e9-4ef4-ad7d-f5d0d3b59af7,auto,Great experience from start to finish. Highly recommended,2017-11-16,en,email
FB-00383,7a3a6e96-23ff-43d3-bb4f-b88a2f4dd219,telephony,Really happy with this purchase. Great quality for the price,2016-01-07,en,paid_search
FB-00384,c0f63229-725d-4259-bc4b-1eec6231ee73,watches_gifts,Impressive quality at this price point. Will buy again,2016-11-05,en,display
FB-00385,42f525b9-02ed-43ce-92a8-1713b90ed44b,garden_tools,Excellent product arrived on time and in perfect condition,2016-03-04,en,email
FB-00386,67c96204-28e3-43b6-8e8a-dc4b77242041,musical_instruments,Wonderful experience. Very professional seller and quick shipping,2017-12-07,en,email
FB-00387,4b87959f-f0cd-4f05-aa87-855ea38295d3,garden_tools,Very disappointed. The product stopped working after two days,2016-08-14,en,social
FB-00388,27372b52-7a6a-4107-a231-9050f5159494,bed_bath_table,Works as expected. Nothing special but no complaints either,2017-01-17,en,tv
FB-00389,78883058-e9ad-4e9b-8c9a-a1e9b3b26337,electronics,The item was the wrong size and returning it is a nightmare,2018-04-25,en,social
FB-00390,c1369c65-ae2a-4341-bf59-e4f2c3093b6e,office_furniture,Absolutely love it. Perfect size and excellent materials,2017-06-22,en,tv
FB-00391,13fe8a29-5c9d-4ee0-b42a-045687365a84,food_drink,Everything is perfect. Packaging was careful and item undamaged,2016-03-04,en,display
FB-00392,929c93b3-33c0-4bf1-8167-999fe723ada3,electronics,Amazing quality! Exceeded my expectations completely,2016-06-17,en,paid_search
FB-00393,1dc1e7eb-711c-4673-8535-1a69dabf984e,furniture_decor,Neither impressed nor disappointed. Standard quality and average shipping,2017-05-15,en,email
FB-00394,cf0671c7-720b-474b-82a7-f586e61d9cde,computers_accessories,Seller communicated well and shipping was faster than expected,2016-05-15,en,display
FB-00395,0ec7d662-905c-4bdd-b4f0-beae6a5943ce,electronics,Everything is perfect. Packaging was careful and item undamaged,2017-11-19,en,paid_search
FB-00396,41241bb4-655c-4508-8592-bfa5b928e23f,health_beauty,Impressive quality at this price point. Will buy again,2017-08-15,en,email
